CustomerID,Age,Gender,City,Postcode,IncomeBand,CreditScore,PolicyStatus,Beneficiary
CUST01114,45,Male,Bristol,BS6 7XK,<£15k,746,Active,Spouse
CUST01115,35,Male,Bristol,BT96 9QU,£25–40k,721,Active,Spouse
CUST01116,75,Male,London,CF14 8OB,£15–25k,777,Active,Spouse
CUST01117,50,Female,Leeds,CF69 7XB,>£60k,705,Active,Spouse
CUST01118,52,Male,Cardiff,BS67 1GJ,£40–60k,786,Active,Spouse
CUST01119,65,Male,Edinburgh,BS39 5OF,£25–40k,798,Active,Spouse
CUST01120,48,Male,Bristol,G79 1WQ,£40–60k,575,Active,Spouse
CUST01121,73,Male,Birmingham,EH83 8CX,£15–25k,653,Active,Spouse
CUST01122,18,Female,Cardiff,M24 9EM,>£60k,745,Active,Spouse
CUST01123,18,Female,Bristol,L58 1FO,<£15k,701,Active,Spouse
CUST01124,18,Female,Belfast,LS59 2IK,<£15k,680,Active,Spouse
CUST01125,69,Male,Birmingham,M12 2WO,<£15k,721,Active,Spouse
CUST01126,45,Female,Liverpool,M68 7XZ,£15–25k,728,Active,Spouse
CUST01127,18,Male,Cardiff,BT21 7RM,<£15k,662,Active,Spouse
CUST01128,37,Male,London,B43 3FE,£25–40k,737,Active,Spouse
CUST01129,30,Male,Birmingham,SW54 5JX,<£15k,711,Active,Spouse
CUST01130,43,Female,Edinburgh,G81 3DE,£15–25k,665,Active,Spouse
CUST01131,37,Male,Leeds,SW80 5AO,£25–40k,694,Active,Spouse
CUST01132,18,Male,Edinburgh,EH70 1TP,<£15k,747,Active,Spouse
CUST01133,33,Female,Leeds,LS76 8ON,>£60k,684,Active,Spouse
CUST01134,68,Male,Edinburgh,M77 1HR,£25–40k,748,Active,Spouse
CUST01135,27,Female,Glasgow,BT81 9GB,£15–25k,529,Active,Spouse
CUST01136,52,Male,Birmingham,B8 6BE,£25–40k,686,Active,Spouse
CUST01137,48,Female,London,BT78 5KC,£15–25k,745,Active,Spouse
CUST01138,58,Female,London,M54 3FV,£25–40k,675,Active,Spouse
CUST01139,43,Female,Glasgow,BT85 9FO,<£15k,723,Active,Spouse
CUST01140,51,Female,Belfast,L5 2YJ,<£15k,711,Active,Spouse
CUST01141,66,Male,Liverpool,L49 2YN,>£60k,726,Active,Spouse
CUST01142,56,Female,Cardiff,M38 8ED,<£15k,716,Active,Spouse
CUST01143,30,Female,Glasgow,L68 7QG,£40–60k,662,Active,Spouse
CUST01144,27,Male,Leeds,BT8 2SX,£40–60k,763,Active,Spouse
CUST01145,21,Female,Cardiff,M62 5NT,<£15k,691,Active,Spouse
CUST01146,39,Male,Liverpool,G68 6ET,>£60k,579,Active,Spouse
CUST01147,39,Male,Belfast,EH67 8PZ,£40–60k,681,Active,Spouse
CUST01148,70,Male,Birmingham,BT30 5GA,<£15k,585,Active,Spouse
CUST01149,64,Female,Manchester,SW60 2XG,<£15k,686,Active,Spouse
CUST01150,57,Male,Belfast,BS53 1KL,£40–60k,704,Active,Spouse
CUST01151,28,Female,Cardiff,LS2 4WJ,£15–25k,785,Active,Spouse
CUST01152,63,Female,Glasgow,M40 5QR,>£60k,638,Active,Spouse
CUST01153,53,Female,Liverpool,SW15 6KM,<£15k,664,Active,Spouse
CUST01154,22,Male,Belfast,BT4 3GK,>£60k,653,Active,Spouse
CUST01155,65,Female,Liverpool,EH61 1UE,£15–25k,753,Active,Spouse
CUST01156,40,Female,Edinburgh,B81 8RK,<£15k,781,Active,Spouse
CUST01157,62,Male,Edinburgh,BS96 1QJ,£25–40k,653,Active,Spouse
CUST01158,69,Male,Belfast,L72 9AG,<£15k,677,Active,Spouse
CUST01159,41,Male,Belfast,L46 2EI,£15–25k,586,Active,Spouse
CUST01160,35,Female,London,L49 9FS,>£60k,691,Active,Spouse
CUST01161,49,Female,Belfast,BS24 2ZY,£25–40k,634,Active,Spouse
CUST01162,33,Female,Glasgow,L91 1IN,<£15k,799,Active,Spouse
CUST01163,61,Male,Manchester,EH31 6OJ,£15–25k,776,Active,Spouse
CUST01164,44,Female,Leeds,CF39 3DL,>£60k,720,Active,Spouse
CUST01165,54,Female,London,LS12 8QA,>£60k,798,Active,Spouse
CUST01166,22,Male,Edinburgh,CF20 4KP,>£60k,542,Active,Spouse
CUST01167,37,Female,Cardiff,G42 3YD,£25–40k,714,Active,Spouse
CUST01168,46,Male,Cardiff,B27 1OM,>£60k,655,Active,Spouse
CUST01169,52,Female,Cardiff,M1 5BV,<£15k,671,Active,Spouse
CUST01170,45,Male,Belfast,M43 8BD,£25–40k,728,Active,Spouse
CUST01171,38,Male,Cardiff,G3 5UG,<£15k,747,Active,Spouse
CUST01172,59,Male,Liverpool,LS25 5IR,£15–25k,657,Active,Spouse
CUST01173,37,Female,Liverpool,EH86 2IE,£15–25k,642,Active,Spouse
CUST01174,44,Male,Birmingham,G15 1TR,>£60k,718,Active,Spouse
CUST01175,72,Female,Cardiff,M27 9LR,<£15k,679,Active,Spouse
CUST01176,49,Male,Liverpool,G19 5SH,<£15k,669,Active,Spouse
CUST01177,37,Male,Birmingham,M40 6RO,£25–40k,721,Active,Spouse
CUST01178,38,Female,London,B4 8VB,<£15k,696,Active,Spouse
CUST01179,50,Male,Manchester,BS7 2NM,£25–40k,715,Active,Spouse
CUST01180,18,Female,Birmingham,BT76 8TL,>£60k,670,Active,Spouse
CUST01181,61,Female,Glasgow,L26 9CY,>£60k,606,Active,Spouse
CUST01182,18,Male,Edinburgh,BT17 2ZW,>£60k,734,Active,Spouse
CUST01183,48,Male,Edinburgh,M59 5VU,£15–25k,634,Active,Spouse
CUST01184,46,Male,Edinburgh,EH30 4ET,<£15k,662,Active,Spouse
CUST01185,52,Male,Glasgow,L51 3WV,£15–25k,528,Active,Spouse
CUST01186,41,Female,Liverpool,L59 8AC,>£60k,667,Active,Spouse
CUST01187,56,Female,Edinburgh,M45 8OF,<£15k,588,Active,Spouse
CUST01188,45,Male,Glasgow,L78 3QD,£15–25k,733,Active,Spouse
CUST01189,72,Female,Bristol,M42 9UC,>£60k,671,Active,Spouse
CUST01190,49,Female,Glasgow,CF60 7SN,£25–40k,591,Active,Spouse
CUST01191,44,Female,Leeds,BT32 9FP,£15–25k,770,Active,Spouse
CUST01192,73,Female,Bristol,M44 4WS,>£60k,725,Active,Spouse
CUST01193,21,Female,Bristol,BS73 6RW,<£15k,781,Active,Spouse
CUST01194,21,Male,Leeds,B85 2XW,£40–60k,629,Active,Spouse
CUST01195,66,Female,Belfast,EH15 8KR,£15–25k,695,Active,Spouse
CUST01196,36,Male,Manchester,EH23 5MC,£25–40k,741,Active,Spouse
CUST01197,47,Male,Belfast,M88 7KP,>£60k,831,Active,Spouse
CUST01198,61,Male,London,M28 3SY,£25–40k,712,Active,Spouse
CUST01199,48,Female,London,B85 3OR,£15–25k,762,Active,Spouse
CUST01200,43,Male,Glasgow,BS79 8GG,>£60k,646,Active,Spouse
CUST01201,56,Female,Liverpool,G73 5NW,£25–40k,682,Active,Spouse
CUST01202,49,Female,Liverpool,M75 1TQ,£15–25k,580,Active,Spouse
CUST01203,43,Male,Bristol,B38 1LR,£15–25k,668,Active,Spouse
CUST01204,18,Male,London,SW91 9LD,£15–25k,693,Active,Spouse
CUST01205,43,Male,Glasgow,SW31 7WS,£25–40k,721,Active,Spouse
CUST01206,62,Female,Bristol,L92 7MM,<£15k,758,Active,Spouse
CUST01207,38,Female,Bristol,CF28 3PE,£40–60k,711,Active,Spouse
CUST01208,52,Male,Leeds,CF50 6NE,£40–60k,674,Active,Spouse
CUST01209,22,Male,Glasgow,B18 1CU,>£60k,687,Active,Spouse
CUST01210,63,Female,London,B93 8VN,<£15k,608,Active,Spouse
CUST01211,30,Male,Birmingham,M18 7OZ,£25–40k,652,Active,Spouse
CUST01212,30,Male,Belfast,BS80 3OQ,£15–25k,742,Active,Spouse
CUST01213,35,Male,Bristol,CF58 7LH,£15–25k,743,Active,Spouse
CUST01214,45,Female,Birmingham,BS78 1SP,>£60k,595,Active,Spouse
CUST01215,38,Female,Leeds,CF35 7RS,£15–25k,760,Active,Spouse
CUST01216,47,Male,Liverpool,SW5 8WL,£25–40k,679,Active,Spouse
CUST01217,63,Female,Manchester,BT62 2EX,£15–25k,635,Active,Spouse
CUST01218,36,Male,Cardiff,G60 9CQ,£40–60k,754,Active,Spouse
CUST01219,55,Female,Belfast,M32 8UX,>£60k,630,Active,Spouse
CUST01220,52,Female,Manchester,CF75 5TB,£15–25k,661,Active,Spouse
CUST01221,18,Female,Liverpool,CF2 8OQ,>£60k,680,Active,Spouse
CUST01222,74,Female,Edinburgh,BT94 6NL,<£15k,761,Active,Spouse
CUST01223,44,Male,Glasgow,G22 1WT,<£15k,605,Active,Spouse
CUST01224,18,Male,Glasgow,BT34 1UP,£25–40k,702,Active,Spouse
CUST01225,51,Male,Belfast,B74 1VJ,£40–60k,742,Active,Spouse
CUST01226,53,Male,Belfast,SW37 8CE,£25–40k,740,Active,Spouse
CUST01227,49,Female,Cardiff,M36 5ET,£25–40k,771,Active,Spouse
CUST01228,37,Female,Glasgow,G33 1XD,<£15k,701,Active,Spouse
CUST01229,18,Female,Belfast,B76 3VO,<£15k,667,Active,Spouse
CUST01230,59,Male,Liverpool,B34 4PF,<£15k,738,Active,Spouse
CUST01231,18,Male,Cardiff,SW44 2ET,£25–40k,822,Active,Spouse
CUST01232,47,Female,Birmingham,EH97 7YM,<£15k,710,Active,Spouse
CUST01233,35,Male,Leeds,EH93 3GS,£15–25k,675,Active,Spouse
CUST01234,47,Female,Liverpool,SW83 5YD,£40–60k,735,Active,Spouse
CUST01235,49,Male,London,B60 7PJ,£25–40k,668,Active,Spouse
CUST01236,31,Female,Edinburgh,CF30 7VW,<£15k,642,Active,Spouse
CUST01237,61,Female,Bristol,EH34 3QN,>£60k,756,Active,Spouse
CUST01238,52,Female,London,G58 7VK,<£15k,764,Active,Spouse
CUST01239,43,Male,Cardiff,SW13 9UL,£15–25k,750,Active,Spouse
CUST01240,53,Male,Bristol,BT84 5KI,<£15k,752,Active,Spouse
CUST01241,29,Female,Glasgow,M33 7OY,£25–40k,550,Active,Spouse
CUST01242,48,Male,Leeds,BT99 4QK,>£60k,583,Active,Spouse
CUST01243,39,Male,Birmingham,L71 1VA,£40–60k,566,Active,Spouse
CUST01244,63,Male,Manchester,SW53 2QD,£15–25k,756,Active,Spouse
CUST01245,50,Male,Edinburgh,L29 5IG,£25–40k,649,Active,Spouse
CUST01246,18,Male,London,SW80 2BT,£40–60k,566,Active,Spouse
CUST01247,36,Male,Leeds,BT82 2WD,£40–60k,741,Active,Spouse
CUST01248,39,Female,Manchester,BT17 7VY,<£15k,730,Active,Spouse
CUST01249,53,Male,Belfast,B15 3IJ,£40–60k,740,Active,Spouse
CUST01250,18,Female,Edinburgh,M82 8IY,<£15k,654,Active,Spouse
CUST01251,52,Male,Bristol,L33 3YC,<£15k,789,Active,Spouse
CUST01252,62,Male,Glasgow,SW49 7KB,<£15k,717,Active,Spouse
CUST01253,64,Male,Glasgow,G23 8CP,£15–25k,717,Active,Spouse
CUST01254,21,Male,Leeds,BT51 3UP,£40–60k,739,Active,Spouse
CUST01255,62,Female,Manchester,B70 7GT,£40–60k,810,Active,Spouse
CUST01256,36,Male,Manchester,EH92 5DB,<£15k,630,Active,Spouse
CUST01257,57,Female,Manchester,M74 5YO,£25–40k,725,Active,Spouse
CUST01258,49,Female,London,EH20 1BV,£40–60k,777,Active,Spouse
CUST01259,57,Male,Bristol,G20 6MS,£40–60k,730,Active,Spouse
CUST01260,38,Female,London,CF91 8PN,£15–25k,745,Active,Spouse
CUST01261,27,Female,Bristol,M70 4AM,<£15k,717,Active,Spouse
CUST01262,44,Female,Edinburgh,M73 9LK,£15–25k,604,Active,Spouse
CUST01263,51,Female,Glasgow,BS8 2LR,>£60k,665,Active,Spouse
CUST01264,50,Male,Liverpool,M59 5UG,<£15k,642,Active,Spouse
CUST01265,57,Female,Birmingham,CF6 7VG,£15–25k,800,Active,Spouse
CUST01266,18,Female,Glasgow,BS14 6PC,£15–25k,628,Active,Spouse
CUST01267,30,Female,Edinburgh,LS18 1GA,£15–25k,618,Active,Spouse
CUST01268,41,Female,Belfast,LS63 7CZ,<£15k,722,Active,Spouse
CUST01269,55,Male,Cardiff,G64 9ZO,>£60k,715,Active,Spouse
CUST01270,54,Female,London,SW44 1KZ,£15–25k,695,Active,Spouse
CUST01271,36,Male,London,BS16 4ZU,<£15k,643,Active,Spouse
CUST01272,42,Female,Cardiff,EH87 9EX,<£15k,645,Active,Spouse
CUST01273,50,Male,Belfast,LS10 1XE,<£15k,646,Active,Spouse
CUST01274,37,Female,Edinburgh,SW61 1HW,£25–40k,764,Active,Spouse
CUST01275,62,Female,Birmingham,SW23 1JZ,£15–25k,768,Active,Spouse
CUST01276,44,Female,Manchester,EH79 3SC,£25–40k,666,Active,Spouse
CUST01277,52,Female,Manchester,M64 4CZ,>£60k,647,Active,Spouse
CUST01278,56,Male,Leeds,BS44 7KD,£40–60k,661,Active,Spouse
CUST01279,41,Female,Belfast,CF18 6ZG,£25–40k,745,Active,Spouse
CUST01280,18,Female,London,BT23 6CD,>£60k,664,Active,Spouse
CUST01281,50,Male,Glasgow,B97 7FW,<£15k,735,Active,Spouse
CUST01282,51,Female,Liverpool,CF22 8HS,£40–60k,686,Active,Spouse
CUST01283,58,Male,London,B13 7YF,£15–25k,642,Active,Spouse
CUST01284,29,Female,London,EH11 1AF,£15–25k,721,Active,Spouse
CUST01285,28,Female,Manchester,BT37 7WZ,<£15k,803,Active,Spouse
CUST01286,56,Other,Edinburgh,B27 3UI,£15–25k,665,Active,Spouse
CUST01287,57,Female,Cardiff,EH53 4FT,>£60k,626,Active,Spouse
CUST01288,66,Male,London,BT24 8TC,>£60k,700,Active,Spouse
CUST01289,36,Male,Glasgow,L54 1RH,£40–60k,682,Active,Spouse
CUST01290,33,Male,Leeds,M68 2TL,>£60k,686,Active,Spouse
CUST01291,27,Male,Cardiff,CF29 8YU,>£60k,809,Active,Spouse
CUST01292,36,Male,Leeds,G7 4DZ,<£15k,749,Active,Spouse
CUST01293,48,Female,Birmingham,EH64 3FV,£25–40k,640,Active,Spouse
CUST01294,42,Female,London,SW83 6JG,£40–60k,771,Active,Spouse
CUST01295,38,Female,Bristol,G43 8BD,<£15k,635,Active,Spouse
CUST01296,53,Other,London,CF23 3ZA,£25–40k,569,Active,Spouse
CUST01297,40,Female,Edinburgh,CF15 2HX,£25–40k,777,Active,Spouse
CUST01298,41,Female,Edinburgh,BT75 6NG,£25–40k,756,Active,Spouse
CUST01299,28,Male,Liverpool,LS15 6HD,<£15k,684,Active,Spouse
CUST01300,39,Male,Leeds,BS26 7HC,£40–60k,729,Active,Spouse
CUST01301,46,Male,Edinburgh,BT63 1NE,>£60k,578,Active,Spouse
CUST01302,66,Male,Leeds,BT59 3ML,<£15k,669,Active,Spouse
CUST01303,45,Male,Birmingham,EH93 4UL,£25–40k,681,Active,Spouse
CUST01304,44,Female,Glasgow,LS43 3BW,£25–40k,693,Active,Spouse
CUST01305,31,Female,Belfast,SW36 3DO,£25–40k,746,Active,Spouse
CUST01306,34,Female,Edinburgh,BS22 6HJ,£40–60k,656,Active,Spouse
CUST01307,21,Female,Belfast,B82 3SR,£40–60k,667,Active,Spouse
CUST01308,34,Male,Leeds,M53 9PG,£25–40k,525,Active,Spouse
CUST01309,18,Female,Belfast,EH60 5AX,>£60k,530,Active,Spouse
CUST01310,41,Female,Bristol,LS32 6NS,£25–40k,783,Active,Spouse
CUST01311,24,Male,Leeds,BT20 1NB,£15–25k,697,Active,Spouse
CUST01312,41,Female,London,EH94 9BN,£25–40k,737,Active,Spouse
CUST01313,55,Male,Cardiff,BS62 2OP,£15–25k,829,Active,Spouse
CUST01314,48,Male,Leeds,M72 1WX,£40–60k,651,Active,Spouse
CUST01315,36,Male,Bristol,LS17 6JH,>£60k,671,Active,Spouse
CUST01316,35,Female,Manchester,SW62 5FW,<£15k,799,Active,Spouse
CUST01317,54,Male,Edinburgh,BT96 1OO,>£60k,602,Active,Spouse
CUST01318,52,Male,Birmingham,BS24 6UO,£40–60k,636,Active,Spouse
CUST01319,55,Female,London,M50 6QB,>£60k,766,Active,Spouse
CUST01320,41,Male,Glasgow,BS97 5WT,>£60k,665,Active,Spouse
CUST01321,67,Female,Cardiff,BT27 2TK,£15–25k,658,Active,Spouse
CUST01322,33,Male,London,CF87 6BD,£15–25k,642,Active,Spouse
CUST01323,43,Male,Bristol,L60 1LL,<£15k,714,Active,Spouse
CUST01324,59,Male,Birmingham,CF91 2RW,<£15k,731,Active,Spouse
CUST01325,52,Male,Leeds,B43 4RD,£25–40k,776,Active,Spouse
CUST01326,30,Female,Edinburgh,BT90 4YX,£40–60k,613,Active,Spouse
CUST01327,53,Male,Leeds,L46 5QV,£40–60k,692,Active,Spouse
CUST01328,59,Female,Bristol,G7 2LL,<£15k,697,Active,Spouse
CUST01329,35,Female,Edinburgh,EH65 9DP,>£60k,735,Active,Spouse
CUST01330,46,Male,Cardiff,CF38 8TL,<£15k,697,Active,Spouse
CUST01331,80,Female,Manchester,LS59 2CM,<£15k,771,Active,Spouse
CUST01332,55,Female,Birmingham,G10 2FI,£40–60k,706,Active,Spouse
CUST01333,45,Male,Manchester,B64 3GQ,£25–40k,681,Active,Spouse
CUST01334,48,Female,London,G54 9EP,£40–60k,670,Active,Spouse
CUST01335,27,Female,Liverpool,BS57 1JG,<£15k,697,Active,Spouse
CUST01336,49,Male,Manchester,SW30 9UK,>£60k,757,Active,Spouse
CUST01337,33,Female,Bristol,BT44 6PS,£15–25k,702,Active,Spouse
CUST01338,52,Female,Cardiff,CF57 8JS,£25–40k,729,Active,Spouse
CUST01339,69,Male,Birmingham,G22 5HP,£25–40k,682,Active,Spouse
CUST01340,31,Male,Liverpool,G99 1EL,>£60k,705,Active,Spouse
CUST01341,41,Female,Glasgow,EH22 3WR,<£15k,675,Active,Spouse
CUST01342,36,Female,Glasgow,B23 3FH,£15–25k,717,Active,Spouse
CUST01343,35,Female,Manchester,SW41 3OI,£15–25k,743,Active,Spouse
CUST01344,55,Male,Liverpool,B27 9WB,>£60k,723,Active,Spouse
CUST01345,30,Male,Liverpool,L19 6OR,<£15k,714,Active,Spouse
CUST01346,60,Male,Birmingham,CF39 2AM,£25–40k,747,Active,Spouse
CUST01347,54,Female,Edinburgh,B59 6EA,£15–25k,701,Active,Spouse
CUST01348,44,Male,Cardiff,CF43 5PJ,£25–40k,772,Active,Spouse
CUST01349,49,Male,Belfast,B73 8KW,£15–25k,717,Active,Spouse
CUST01350,86,Male,Manchester,EH6 3VR,£40–60k,681,Active,Spouse
CUST01351,18,Male,Manchester,G4 7TH,£15–25k,689,Active,Spouse
CUST01352,43,Male,Edinburgh,L12 6BT,£25–40k,715,Active,Spouse
CUST01353,52,Female,Leeds,BT68 4ZY,£15–25k,583,Active,Spouse
CUST01354,52,Male,Glasgow,LS3 2RO,£15–25k,696,Active,Spouse
CUST01355,41,Female,Manchester,CF51 4PK,£15–25k,604,Active,Spouse
CUST01356,66,Male,Belfast,BT66 1VL,£25–40k,674,Active,Spouse
CUST01357,54,Male,Bristol,B92 7LM,>£60k,651,Active,Spouse
CUST01358,49,Male,Liverpool,SW37 6LJ,£40–60k,685,Active,Spouse
CUST01359,54,Male,Edinburgh,CF12 4XO,<£15k,683,Active,Spouse
CUST01360,32,Male,Bristol,EH37 3ZX,>£60k,699,Active,Spouse
CUST01361,44,Female,Bristol,BS18 2EG,£25–40k,714,Active,Spouse
CUST01362,58,Female,Glasgow,EH68 6CS,>£60k,636,Active,Spouse
CUST01363,58,Male,Bristol,M1 7UI,<£15k,628,Active,Spouse
CUST01364,53,Female,Bristol,B72 8WS,£15–25k,737,Active,Spouse
CUST01365,37,Male,Birmingham,LS24 7JR,£40–60k,654,Active,Spouse
CUST01366,32,Male,Edinburgh,SW39 5PR,<£15k,704,Active,Spouse
CUST01367,55,Female,Edinburgh,LS4 1EI,£40–60k,691,Active,Spouse
CUST01368,18,Male,Glasgow,EH16 5NF,>£60k,668,Active,Spouse
CUST01369,36,Female,Edinburgh,LS4 2YI,£25–40k,728,Active,Spouse
CUST01370,52,Female,Edinburgh,M77 6SP,£25–40k,708,Active,Spouse
CUST01371,58,Male,Belfast,BS34 8WD,£40–60k,756,Active,Spouse
CUST01372,37,Male,Liverpool,CF94 1IF,£15–25k,650,Active,Spouse
CUST01373,43,Male,Belfast,SW19 6OW,>£60k,598,Active,Spouse
CUST01374,47,Male,Birmingham,L21 1IL,£40–60k,668,Active,Spouse
CUST01375,90,Female,Bristol,L7 5JQ,<£15k,781,Active,Spouse
CUST01376,35,Female,Manchester,CF25 3YD,£15–25k,639,Active,Spouse
CUST01377,34,Male,Belfast,B70 6KV,<£15k,758,Active,Spouse
CUST01378,59,Female,Glasgow,G88 6DR,>£60k,782,Active,Spouse
CUST01379,32,Male,Belfast,L19 1EQ,£40–60k,728,Active,Spouse
CUST01380,33,Female,Glasgow,L63 7KF,£40–60k,796,Active,Spouse
CUST01381,32,Male,Manchester,LS20 9HG,<£15k,626,Active,Spouse
CUST01382,29,Male,Cardiff,BT89 9RW,£15–25k,699,Active,Spouse
CUST01383,55,Male,Cardiff,M54 8CD,£15–25k,736,Active,Spouse
CUST01384,29,Female,Birmingham,SW62 6JW,£40–60k,677,Active,Spouse
CUST01385,37,Male,Liverpool,B57 9YK,£25–40k,630,Active,Spouse
CUST01386,37,Female,Birmingham,G4 2HE,>£60k,779,Active,Spouse
CUST01387,25,Male,Birmingham,LS40 3GE,£40–60k,712,Active,Spouse
CUST01388,65,Female,Manchester,BS89 2CA,>£60k,777,Active,Spouse
CUST01389,69,Female,Edinburgh,BS6 4DB,£25–40k,718,Active,Spouse
CUST01390,51,Female,Cardiff,BT8 8DI,<£15k,669,Active,Spouse
CUST01391,25,Male,London,M39 1YD,<£15k,691,Active,Spouse
CUST01392,61,Female,Manchester,BT27 4FV,£40–60k,568,Active,Spouse
CUST01393,38,Male,Liverpool,SW12 3XI,>£60k,732,Active,Spouse
CUST01394,45,Female,Belfast,L46 3QY,<£15k,773,Active,Spouse
CUST01395,59,Male,Belfast,LS65 2DS,>£60k,615,Active,Spouse
CUST01396,46,Female,London,CF28 4JF,£40–60k,656,Active,Spouse
CUST01397,33,Female,Cardiff,SW93 2GQ,<£15k,619,Active,Spouse
CUST01398,48,Female,Edinburgh,L90 3OV,£40–60k,775,Active,Spouse
CUST01399,49,Female,Manchester,B46 7NG,£25–40k,616,Active,Spouse
CUST01400,44,Male,Cardiff,LS53 2YK,£15–25k,730,Active,Spouse
CUST01401,43,Female,Manchester,EH15 9EP,>£60k,718,Active,Spouse
CUST01402,35,Female,Liverpool,G72 1CK,£15–25k,685,Active,Spouse
CUST01403,40,Male,Edinburgh,M50 5OT,£40–60k,787,Active,Spouse
CUST01404,29,Male,Glasgow,EH29 9NJ,£15–25k,574,Active,Spouse
CUST01405,65,Male,Bristol,LS9 8VL,£25–40k,706,Active,Spouse
CUST01406,27,Male,Birmingham,SW87 8VD,>£60k,753,Active,Spouse
CUST01407,53,Female,Bristol,EH67 2DE,<£15k,798,Active,Spouse
CUST01408,47,Female,Bristol,BS89 2XF,£15–25k,843,Active,Spouse
CUST01409,43,Male,Manchester,L26 6GT,<£15k,734,Active,Spouse
CUST01410,55,Male,Bristol,M30 7XP,£40–60k,850,Active,Spouse
CUST01411,38,Male,Glasgow,BT76 5YZ,£15–25k,672,Active,Spouse
CUST01412,55,Female,Bristol,L61 7PQ,£40–60k,623,Active,Spouse
CUST01413,33,Male,Glasgow,B99 8DD,>£60k,691,Active,Spouse
CUST01414,68,Male,Glasgow,EH64 4UE,£25–40k,744,Active,Spouse
CUST01415,46,Female,London,M95 1CP,>£60k,669,Active,Spouse
CUST01416,18,Female,London,B49 6EJ,£40–60k,822,Active,Spouse
CUST01417,44,Male,Belfast,BT13 2VY,£25–40k,655,Active,Spouse
CUST01418,79,Male,Cardiff,EH60 4JV,<£15k,625,Active,Spouse
CUST01419,64,Female,Edinburgh,EH65 5RK,£15–25k,700,Active,Spouse
CUST01420,55,Female,Cardiff,CF3 1ND,>£60k,732,Active,Spouse
CUST01421,55,Male,Bristol,EH41 7OO,£15–25k,843,Active,Spouse
CUST01422,77,Female,London,SW23 9VY,£40–60k,658,Active,Spouse
CUST01423,52,Male,Glasgow,B63 7EJ,£25–40k,598,Active,Spouse
CUST01424,57,Other,Bristol,EH98 2SV,£15–25k,764,Active,Spouse
CUST01425,18,Male,Edinburgh,CF88 9SP,>£60k,698,Active,Spouse
CUST01426,55,Male,Edinburgh,CF21 9BM,>£60k,721,Active,Spouse
CUST01427,26,Female,Glasgow,EH76 7TV,>£60k,632,Active,Spouse
CUST01428,42,Female,Liverpool,G42 1AS,£15–25k,674,Active,Spouse
CUST01429,39,Male,London,B47 6ZX,>£60k,619,Active,Spouse
CUST01430,45,Female,Belfast,SW98 6MD,£25–40k,796,Active,Spouse
CUST01431,27,Female,Bristol,L46 7LB,£40–60k,686,Active,Spouse
CUST01432,54,Female,Leeds,LS31 5SC,>£60k,606,Active,Spouse
CUST01433,45,Female,Manchester,G15 6FA,£25–40k,762,Active,Spouse
CUST01434,30,Male,Cardiff,L5 8VN,£25–40k,708,Active,Spouse
CUST01435,59,Female,Belfast,CF54 5AW,£25–40k,839,Active,Spouse
CUST01436,46,Female,Edinburgh,BT3 6MS,>£60k,657,Active,Spouse
CUST01437,18,Female,Bristol,L74 2ZP,<£15k,657,Active,Spouse
CUST01438,24,Male,Manchester,LS44 8QZ,£15–25k,802,Active,Spouse
CUST01439,58,Female,Liverpool,B79 5LN,£15–25k,632,Active,Spouse
CUST01440,33,Female,Leeds,EH82 2RG,£40–60k,704,Active,Spouse
CUST01441,60,Female,Glasgow,G7 5SM,>£60k,730,Active,Spouse
CUST01442,51,Female,Leeds,BT96 2WS,<£15k,712,Active,Spouse
CUST01443,28,Female,Manchester,BT44 5CS,£25–40k,704,Active,Spouse
CUST01444,44,Female,Cardiff,EH55 4LZ,£15–25k,615,Active,Spouse
CUST01445,70,Female,Manchester,G65 5NV,£15–25k,664,Active,Spouse
CUST01446,24,Female,Cardiff,L26 7MI,<£15k,673,Active,Spouse
CUST01447,41,Male,Belfast,CF59 9FA,£40–60k,695,Active,Spouse
CUST01448,40,Male,Cardiff,B74 8GV,£40–60k,699,Active,Spouse
CUST01449,47,Female,Edinburgh,G82 9ZT,£40–60k,705,Active,Spouse
CUST01450,50,Female,Bristol,BT94 1QG,£15–25k,727,Active,Spouse
CUST01451,52,Female,Liverpool,EH19 4EX,<£15k,743,Active,Spouse
CUST01452,34,Female,Glasgow,BS53 6CU,<£15k,660,Active,Spouse
CUST01453,60,Female,Leeds,BS35 5UF,>£60k,675,Active,Spouse
CUST01454,43,Female,Glasgow,BT31 7HD,>£60k,687,Active,Spouse
CUST01455,79,Male,Birmingham,LS4 4ZJ,£40–60k,648,Active,Spouse
CUST01456,31,Female,Edinburgh,EH72 7NU,£25–40k,699,Active,Spouse
CUST01457,42,Male,London,LS21 5EA,£25–40k,632,Active,Spouse
CUST01458,43,Female,Glasgow,G85 9FU,£40–60k,700,Active,Spouse
CUST01459,37,Female,London,EH3 1CK,>£60k,690,Active,Spouse
CUST01460,33,Male,Belfast,G9 7LV,£25–40k,632,Active,Spouse
CUST01461,38,Female,Manchester,BS93 3HD,£25–40k,640,Active,Spouse
CUST01462,25,Female,Belfast,CF16 9VS,<£15k,588,Active,Spouse
CUST01463,48,Female,Cardiff,G64 2HT,£15–25k,673,Active,Spouse
CUST01464,60,Female,Manchester,L43 7ZX,>£60k,582,Active,Spouse
CUST01465,39,Female,Leeds,BS28 3DF,£25–40k,712,Active,Spouse
