PolicyID,CustomerID,Product,CoverageAmount,PremiumAmount,PolicyTermYears,Status,PolicyStartDate,PolicyLapseDate,BeneficiaryRelation
POL00318,CUST03662,Endowment,193393.95,77.58,5,Active,2025-02-04,,Trust/Charity
POL00319,CUST03889,Critical Illness,185425.34,41.67,20,Active,2024-01-23,,Spouse
POL00320,CUST02866,Term Life,67392.93,28.88,21,Active,2025-07-14,,Parent
POL00321,CUST03093,Term Life,204905.05,22.31,30,Active,2023-04-10,,Other
POL00322,CUST00131,Annuity,128122.62,42.21,10,Active,2024-01-05,,Parent
POL00323,CUST02306,Term Life,146080.9,41.67,30,Active,2025-11-22,,Spouse
POL00324,CUST01607,Term Life,197744.98,35.39,10,Active,2023-10-23,,Other
POL00325,CUST00722,Unit-linked,200000.0,41.67,12,Active,2023-05-20,,Spouse
POL00326,CUST02964,Term Life,170079.66,41.67,10,Lapsed,2023-08-14,2022-07-16,Child
POL00327,CUST04806,Term Life,142700.23,20.0,10,Active,2024-01-02,,Spouse
POL00328,CUST00787,Term Life,95698.17,35.76,20,Active,2025-01-23,,Spouse
POL00329,CUST01240,Term Life,179791.85,22.98,20,Active,2022-01-05,,Spouse
POL00330,CUST04591,Term Life,235421.45,21.11,20,Active,2024-04-28,,Spouse
POL00331,CUST02754,Term Life,100985.32,34.4,20,Active,2023-09-08,,Spouse
POL00332,CUST04158,Term Life,273490.29,65.81,20,Active,2024-04-16,,Spouse
POL00333,CUST04916,Term Life,334770.41,20.0,20,Active,2024-01-19,,Spouse
POL00334,CUST04670,Whole Life,72764.4,41.67,30,Active,2024-01-13,,Parent
POL00335,CUST04139,Term Life,123248.45,61.71,20,Active,2025-11-28,,Parent
POL00336,CUST01966,Term Life,211385.98,29.06,10,Active,2023-01-03,,Spouse
POL00337,CUST01136,Term Life,175937.32,25.81,10,Active,2025-07-12,,Trust/Charity
POL00338,CUST04247,Whole Life,109708.26,25.64,30,Active,2025-01-18,,Spouse
POL00339,CUST04851,Annuity,311622.06,66.74,10,Active,2025-12-22,,Other
POL00340,CUST00281,Whole Life,163911.77,40.46,20,Active,2023-12-01,,Spouse
POL00341,CUST00406,Whole Life,70952.76,20.0,20,Lapsed,2025-01-26,2022-08-01,Spouse
POL00342,CUST04583,Term Life,200000.0,23.08,30,Active,2023-05-27,,Other
POL00343,CUST00938,Whole Life,266343.17,30.38,17,Lapsed,2023-11-24,2023-06-11,Child
POL00344,CUST01778,Term Life,104724.89,20.0,20,Lapsed,2023-12-26,2022-06-24,Spouse
POL00345,CUST00308,Endowment,260860.14,23.69,5,Active,2023-09-03,,Child
POL00346,CUST04268,Term Life,102761.95,82.7,20,Active,2022-01-26,,Other
POL00347,CUST04355,Term Life,59434.09,64.46,20,Active,2023-03-11,,Spouse
POL00348,CUST02282,Term Life,273765.54,27.39,20,Active,2023-01-20,,Child
POL00349,CUST01885,Unit-linked,200000.0,20.0,30,Active,2024-01-23,,Spouse
POL00350,CUST03633,Term Life,88765.09,20.0,20,Active,2023-02-25,,Child
POL00351,CUST01395,Unit-linked,228936.29,24.38,5,Active,2022-11-17,,Spouse
POL00352,CUST00674,Term Life,121886.59,21.63,24,Active,2023-01-22,,Spouse
POL00353,CUST02857,Whole Life,120949.9,31.53,20,Active,2024-10-25,,Parent
POL00354,CUST02100,Term Life,217737.45,39.17,30,Active,2024-01-23,,Spouse
POL00355,CUST00723,Whole Life,366102.2,33.42,20,Active,2024-01-22,,Spouse
POL00356,CUST01737,Whole Life,400000.0,20.0,30,Active,2023-12-01,,Other
POL00357,CUST03544,Term Life,242635.91,20.0,12,Active,2025-04-20,,Trust/Charity
POL00358,CUST00775,Whole Life,154902.77,20.0,20,Active,2024-02-05,,Child
POL00359,CUST04967,Whole Life,80970.71,20.0,5,Active,2025-01-24,,Parent
POL00360,CUST00235,Term Life,131060.62,20.39,10,Active,2025-02-26,,Other
POL00361,CUST03923,Term Life,206184.86,29.84,20,Active,2025-02-16,,Spouse
POL00362,CUST01026,Term Life,58919.69,32.92,20,Active,2023-09-14,,Parent
POL00363,CUST03542,Unit-linked,197879.9,20.0,20,Active,2024-11-01,,Parent
POL00364,CUST03248,Whole Life,154916.53,20.0,10,Active,2023-11-15,,Spouse
POL00365,CUST01408,Term Life,169942.0,20.0,20,Active,2025-03-14,,Spouse
POL00366,CUST04216,Annuity,78955.17,29.42,10,Active,2022-09-19,,Child
POL00367,CUST01595,Annuity,191924.16,35.45,19,Active,2022-07-13,,Spouse
POL00368,CUST01534,Term Life,74884.18,41.67,30,Active,2022-11-15,,Spouse
POL00369,CUST04781,Term Life,585110.73,39.54,10,Active,2024-01-19,,Spouse
POL00370,CUST01110,Term Life,251609.7,54.97,20,Active,2025-10-16,,Spouse
POL00371,CUST03553,Annuity,100942.03,53.02,10,Active,2025-10-13,,Spouse
POL00372,CUST04497,Term Life,170693.47,47.66,15,Active,2024-09-24,,Spouse
POL00373,CUST00593,Whole Life,93791.14,26.39,20,Active,2022-05-25,,Spouse
POL00374,CUST03174,Whole Life,258607.45,47.89,10,Lapsed,2023-09-19,2023-08-28,Parent
POL00375,CUST02887,Annuity,174100.17,51.16,20,Active,2022-06-18,,Spouse
POL00376,CUST00657,Whole Life,217754.21,87.95,30,Lapsed,2025-05-02,2024-06-01,Spouse
POL00377,CUST04943,Term Life,49482.18,41.67,20,Active,2024-01-20,,Spouse
POL00378,CUST01482,Term Life,149198.69,85.9,5,Active,2025-08-12,,Child
POL00379,CUST00407,Annuity,29987.11,21.98,18,Active,2022-11-25,,Spouse
POL00380,CUST01011,Annuity,143836.29,20.0,5,Active,2023-01-11,,Child
POL00381,CUST04154,Term Life,650000.0,120.55,21,Active,2022-11-16,,Child
POL00382,CUST00188,Term Life,97869.99,25.76,30,Active,2024-11-05,,Child
POL00383,CUST01327,Whole Life,162685.22,35.56,20,Active,2023-01-14,,Spouse
POL00384,CUST00975,Term Life,185895.27,20.0,20,Active,2025-01-06,,Spouse
POL00385,CUST00111,Term Life,87588.82,20.0,8,Active,2023-08-01,,Spouse
POL00386,CUST01415,Whole Life,117950.99,39.1,20,Active,2025-11-05,,Spouse
POL00387,CUST04703,Annuity,65053.0,34.38,5,Active,2025-04-26,,Child
POL00388,CUST00203,Whole Life,433737.39,24.39,20,Active,2025-06-26,,Child
POL00389,CUST02269,Whole Life,69935.06,50.16,10,Active,2024-11-14,,Spouse
POL00390,CUST02094,Term Life,92285.34,80.39,10,Active,2025-01-18,,Spouse
POL00391,CUST01706,Term Life,116662.21,111.23,20,Active,2024-05-12,,Spouse
POL00392,CUST02705,Unit-linked,135231.89,72.89,30,Active,2025-05-21,,Parent
POL00393,CUST04497,Annuity,288263.44,49.25,15,Active,2025-11-12,,Spouse
POL00394,CUST02192,Term Life,46648.88,79.72,20,Active,2023-05-22,,Other
POL00395,CUST02893,Unit-linked,52984.74,52.9,20,Active,2023-07-28,,Spouse
POL00396,CUST03556,Term Life,141679.49,20.0,10,Active,2024-05-08,,Child
POL00397,CUST03774,Term Life,91760.81,30.97,30,Active,2025-09-01,,Child
POL00398,CUST04988,Term Life,200000.0,36.02,30,Active,2025-03-25,,Child
POL00399,CUST04594,Term Life,272401.45,54.28,20,Active,2024-01-10,,Other
POL00400,CUST03527,Term Life,183010.77,25.58,20,Active,2024-12-28,,Spouse
POL00401,CUST02916,Term Life,708954.87,65.84,10,Active,2024-01-11,,Spouse
POL00402,CUST02958,Unit-linked,130768.89,20.0,20,Active,2023-01-18,,Spouse
POL00403,CUST03796,Term Life,340803.74,47.0,10,Active,2022-01-02,,Spouse
POL00404,CUST02296,Whole Life,110246.21,29.97,20,Lapsed,2023-01-19,2025-07-08,Trust/Charity
POL00405,CUST04014,Term Life,123239.23,33.5,20,Active,2024-10-09,,Spouse
POL00406,CUST02829,Term Life,267260.02,20.32,10,Active,2022-11-08,,Spouse
POL00407,CUST00234,Term Life,140059.54,44.5,19,Active,2023-01-11,,Child
POL00408,CUST02902,Term Life,72622.31,39.74,20,Active,2023-01-23,,Child
POL00409,CUST00039,Whole Life,196847.92,41.67,5,Active,2022-06-22,,Spouse
POL00410,CUST04606,Unit-linked,126753.7,20.0,10,Active,2023-01-11,,Child
POL00411,CUST00530,Term Life,128570.68,129.38,20,Active,2025-01-20,,Other
POL00412,CUST01904,Whole Life,163174.09,32.5,20,Lapsed,2024-08-07,2022-06-05,Spouse
POL00413,CUST01957,Annuity,136673.45,24.96,10,Active,2022-10-09,,Child
POL00414,CUST01366,Whole Life,163358.89,20.0,30,Active,2025-03-27,,Spouse
POL00415,CUST04516,Term Life,213355.77,22.26,20,Active,2025-11-06,,Other
POL00416,CUST02817,Term Life,143232.13,20.0,30,Active,2022-01-17,,Spouse
POL00417,CUST01830,Annuity,91018.32,20.0,20,Active,2024-09-12,,Spouse
POL00418,CUST00657,Whole Life,139145.71,41.48,20,Active,2022-07-26,,Spouse
POL00419,CUST00662,Whole Life,242414.3,30.46,20,Active,2022-06-03,,Child
POL00420,CUST02493,Term Life,86653.8,20.0,10,Active,2024-06-25,,Spouse
POL00421,CUST03717,Term Life,141765.53,20.11,20,Active,2023-07-16,,Child
POL00422,CUST00881,Whole Life,236961.21,20.0,20,Active,2023-04-15,,Spouse
POL00423,CUST00782,Unit-linked,87444.7,94.81,30,Active,2022-03-22,,Other
POL00424,CUST03896,Term Life,272687.32,20.0,30,Active,2023-07-25,,Child
POL00425,CUST00831,Annuity,171203.61,35.35,20,Active,2025-01-01,,Spouse
POL00426,CUST04306,Term Life,84424.16,20.0,5,Active,2025-01-13,,Other
POL00427,CUST04826,Term Life,98806.78,38.01,5,Active,2025-01-19,,Child
POL00428,CUST04943,Unit-linked,200000.0,35.0,30,Active,2022-04-26,,Spouse
POL00429,CUST04896,Term Life,87273.57,131.39,10,Active,2025-02-24,,Spouse
POL00430,CUST00485,Term Life,159699.41,20.0,20,Active,2024-01-24,,Child
POL00431,CUST04834,Critical Illness,156690.81,83.33,10,Active,2025-03-15,,Child
POL00432,CUST01419,Whole Life,192241.54,83.33,5,Active,2024-04-26,,Spouse
POL00433,CUST04555,Term Life,123128.01,21.89,10,Active,2024-01-17,,Child
POL00434,CUST00740,Term Life,86965.77,41.67,10,Active,2023-11-02,,Trust/Charity
POL00435,CUST04979,Term Life,120435.84,43.57,10,Lapsed,2024-07-12,2023-08-06,Spouse
POL00436,CUST01945,Term Life,346032.84,23.94,10,Active,2024-01-05,,Child
POL00437,CUST03039,Term Life,215024.27,28.42,30,Active,2023-08-20,,Child
POL00438,CUST00902,Term Life,187225.02,22.58,20,Active,2022-05-24,,Trust/Charity
POL00439,CUST02119,Term Life,289345.35,20.0,30,Active,2022-01-17,,Trust/Charity
POL00440,CUST01663,Whole Life,168189.2,41.67,30,Active,2025-04-20,,Other
POL00441,CUST00692,Term Life,202671.61,159.4,20,Active,2023-11-22,,Other
POL00442,CUST03963,Annuity,117111.23,20.0,10,Lapsed,2022-11-11,2023-08-19,Child
POL00443,CUST03831,Critical Illness,200000.0,41.67,10,Lapsed,2024-07-26,2025-06-28,Other
POL00444,CUST01324,Whole Life,140601.55,26.57,26,Active,2023-07-22,,Spouse
POL00445,CUST00438,Whole Life,102766.45,160.92,10,Active,2023-08-27,,Child
POL00446,CUST01283,Term Life,136488.33,20.0,20,Active,2023-01-13,,Spouse
POL00447,CUST00618,Unit-linked,200000.0,34.53,30,Active,2023-08-22,,Spouse
POL00448,CUST03965,Term Life,129432.59,20.0,25,Active,2022-01-12,,Child
POL00449,CUST03696,Whole Life,194325.19,31.99,20,Active,2024-08-12,,Other
POL00450,CUST00663,Term Life,311217.03,104.69,30,Active,2022-04-09,,Spouse
POL00451,CUST00418,Term Life,437795.79,176.73,29,Active,2023-01-01,,Other
POL00452,CUST03090,Term Life,146664.32,41.0,10,Active,2023-09-18,,Other
POL00453,CUST00280,Whole Life,376198.58,20.0,20,Active,2024-12-21,,Spouse
POL00454,CUST00452,Whole Life,185890.78,57.41,10,Active,2024-01-17,,Trust/Charity
POL00455,CUST03248,Term Life,64813.7,20.0,5,Lapsed,2022-01-09,2023-07-14,Spouse
POL00456,CUST03762,Whole Life,122516.15,86.84,20,Active,2022-05-18,,Parent
POL00457,CUST01197,Term Life,126177.83,94.24,20,Active,2025-01-18,,Child
POL00458,CUST00365,Annuity,80381.69,84.26,20,Active,2023-01-27,,Other
POL00459,CUST01413,Annuity,89518.99,21.93,20,Active,2024-01-04,,Spouse
POL00460,CUST02300,Term Life,257687.63,22.55,29,Active,2024-02-06,,Child
POL00461,CUST00807,Term Life,57086.72,43.83,20,Active,2023-01-12,,Spouse
POL00462,CUST01423,Term Life,282270.12,20.0,20,Active,2023-01-22,,Spouse
POL00463,CUST03168,Term Life,200000.0,20.0,5,Active,2025-12-08,,Spouse
POL00464,CUST00074,Whole Life,83137.36,72.88,20,Active,2022-01-21,,Other
POL00465,CUST03923,Critical Illness,236134.53,21.88,20,Lapsed,2025-12-20,2024-08-16,Trust/Charity
POL00466,CUST03509,Term Life,200000.0,41.67,20,Active,2022-01-01,,Parent
POL00467,CUST00661,Term Life,118282.44,20.0,30,Lapsed,2022-12-25,2025-06-15,Child
POL00468,CUST00935,Whole Life,75133.97,41.51,20,Active,2024-05-28,,Child
POL00469,CUST04367,Annuity,110057.33,20.0,5,Active,2022-06-06,,Spouse
POL00470,CUST00052,Term Life,52865.57,38.97,10,Active,2022-02-25,,Parent
POL00471,CUST00659,Annuity,271651.79,20.0,10,Active,2024-11-12,,Other
POL00472,CUST02976,Whole Life,200382.08,180.92,10,Active,2023-08-20,,Spouse
POL00473,CUST00941,Whole Life,63562.79,39.51,10,Lapsed,2025-08-16,2025-07-24,Child
POL00474,CUST00952,Term Life,39879.02,20.0,8,Active,2025-11-25,,Child
POL00475,CUST04789,Annuity,200000.0,20.0,10,Active,2023-02-24,,Child
POL00476,CUST03126,Whole Life,108955.77,20.0,10,Active,2023-08-01,,Spouse
POL00477,CUST04050,Term Life,244452.74,55.85,10,Active,2022-01-07,,Spouse
POL00478,CUST03914,Term Life,208954.5,20.2,20,Active,2023-01-24,,Spouse
POL00479,CUST02364,Term Life,97251.81,49.41,10,Active,2024-02-10,,Child
POL00480,CUST03123,Whole Life,233031.07,31.07,10,Active,2025-01-07,,Child
POL00481,CUST00006,Term Life,237052.41,40.85,19,Active,2022-11-03,,Child
POL00482,CUST00792,Unit-linked,171059.39,20.0,30,Active,2022-03-12,,Child
POL00483,CUST04189,Term Life,106456.94,22.05,10,Active,2025-01-18,,Child
POL00484,CUST03405,Term Life,109955.89,20.0,20,Active,2024-01-13,,Child
POL00485,CUST04412,Whole Life,124236.41,20.76,5,Active,2025-07-01,,Child
POL00486,CUST01895,Term Life,131486.16,54.76,19,Active,2024-01-18,,Parent
POL00487,CUST01866,Whole Life,195903.05,37.0,20,Active,2022-04-25,,Parent
POL00488,CUST01483,Term Life,98727.72,54.17,10,Active,2022-03-22,,Child
POL00489,CUST03953,Term Life,85336.08,20.0,20,Active,2024-07-20,,Other
POL00490,CUST00527,Whole Life,147507.37,80.83,5,Active,2024-01-02,,Spouse
POL00491,CUST01189,Annuity,68680.8,20.56,13,Active,2025-02-06,,Child
POL00492,CUST03930,Term Life,194722.9,58.05,20,Active,2023-01-01,,Trust/Charity
POL00493,CUST00935,Term Life,235992.26,43.44,20,Lapsed,2025-10-21,2025-07-22,Parent
POL00494,CUST03671,Term Life,92266.47,36.14,30,Active,2024-12-27,,Parent
POL00495,CUST02333,Unit-linked,75969.57,41.67,5,Active,2022-08-11,,Other
POL00496,CUST01104,Term Life,172268.35,20.0,20,Active,2022-01-04,,Child
POL00497,CUST03352,Term Life,215727.21,45.32,10,Active,2024-07-17,,Spouse
POL00498,CUST04529,Term Life,124793.39,43.06,20,Active,2022-11-01,,Child
POL00499,CUST04034,Term Life,400000.0,38.23,5,Active,2024-01-14,,Child
POL00500,CUST00775,Whole Life,64076.24,21.56,30,Active,2022-04-06,,Spouse
POL00501,CUST03002,Whole Life,126791.21,24.17,30,Active,2023-08-24,,Spouse
POL00502,CUST03394,Whole Life,105276.88,20.0,30,Active,2024-01-20,,Child
POL00503,CUST03997,Critical Illness,276586.24,20.0,18,Active,2022-09-03,,Spouse
POL00504,CUST04305,Term Life,200000.0,25.88,10,Active,2022-12-13,,Spouse
POL00505,CUST00387,Term Life,200000.0,20.0,20,Active,2023-01-21,,Spouse
POL00506,CUST04092,Term Life,157442.83,31.4,10,Active,2025-01-12,,Parent
POL00507,CUST01406,Whole Life,213911.69,71.96,20,Active,2023-01-26,,Child
POL00508,CUST01593,Term Life,201628.42,58.86,10,Active,2023-02-03,,Spouse
POL00509,CUST04316,Term Life,194880.85,46.59,5,Active,2022-10-25,,Child
POL00510,CUST02543,Endowment,99672.55,43.62,20,Active,2023-01-16,,Other
POL00511,CUST04926,Term Life,295467.68,26.35,5,Active,2024-05-17,,Other
POL00512,CUST04124,Term Life,72678.41,53.35,30,Active,2025-01-27,,Child
POL00513,CUST04896,Term Life,391137.08,21.57,20,Active,2022-09-05,,Spouse
POL00514,CUST02281,Unit-linked,84748.14,30.3,20,Active,2023-04-05,,Child
POL00515,CUST02801,Term Life,190938.52,41.67,20,Active,2024-01-03,,Spouse
POL00516,CUST01509,Annuity,186401.15,20.0,10,Active,2024-02-27,,Child
POL00517,CUST03448,Term Life,42372.31,20.0,20,Active,2023-02-23,,Child
POL00518,CUST00305,Term Life,46927.33,41.67,18,Active,2025-01-08,,Child
POL00519,CUST02115,Term Life,101269.6,20.0,26,Active,2023-01-24,,Spouse
POL00520,CUST02061,Term Life,63287.75,41.67,20,Active,2024-02-13,,Spouse
POL00521,CUST00431,Term Life,378924.04,57.36,20,Active,2025-01-20,,Child
POL00522,CUST02766,Term Life,400000.0,41.53,20,Active,2022-10-21,,Child
POL00523,CUST02505,Whole Life,103612.39,23.36,10,Active,2025-10-05,,Other
POL00524,CUST00263,Endowment,50655.05,41.67,10,Active,2023-12-23,,Other
POL00525,CUST03960,Unit-linked,147943.63,28.22,20,Active,2024-04-21,,Spouse
POL00526,CUST00761,Whole Life,292914.79,48.19,5,Active,2022-09-03,,Spouse
POL00527,CUST01767,Term Life,135691.65,20.0,10,Active,2023-08-14,,Spouse
POL00528,CUST03917,Term Life,197621.67,94.19,20,Active,2025-02-22,,Spouse
POL00529,CUST02406,Term Life,118642.8,30.78,20,Active,2023-12-10,,Trust/Charity
POL00530,CUST01406,Term Life,126689.54,34.8,20,Active,2024-12-04,,Child
POL00531,CUST04302,Critical Illness,108636.52,20.12,5,Active,2023-12-26,,Spouse
POL00532,CUST03373,Critical Illness,200000.0,41.67,20,Active,2023-04-24,,Other
POL00533,CUST02561,Term Life,152932.58,28.03,10,Active,2022-01-18,,Spouse
POL00534,CUST02539,Term Life,332795.1,98.25,10,Active,2024-03-25,,Child
POL00535,CUST02217,Endowment,146236.9,56.66,30,Active,2022-01-06,,Parent
POL00536,CUST02004,Term Life,116701.05,20.0,5,Active,2022-06-23,,Spouse
POL00537,CUST03598,Term Life,374375.87,27.33,26,Active,2022-12-04,,Child
POL00538,CUST04216,Term Life,64295.65,24.04,10,Active,2024-02-14,,Parent
POL00539,CUST00066,Term Life,199600.93,41.67,10,Active,2024-10-04,,Child
POL00540,CUST02879,Term Life,288934.39,20.0,30,Active,2022-01-07,,Parent
POL00541,CUST02620,Critical Illness,117465.72,25.58,20,Active,2023-11-10,,Child
POL00542,CUST00764,Term Life,152903.73,28.42,20,Active,2022-10-17,,Child
POL00543,CUST01467,Endowment,215242.73,42.72,30,Active,2022-02-01,,Child
POL00544,CUST02607,Term Life,98934.72,20.0,10,Active,2024-10-06,,Parent
POL00545,CUST04863,Term Life,125854.19,20.0,20,Active,2023-01-08,,Child
POL00546,CUST03126,Term Life,321681.95,31.65,30,Active,2025-11-20,,Spouse
POL00547,CUST01375,Term Life,49713.84,25.66,-5,Active,2023-04-18,,Spouse
POL00548,CUST00760,Term Life,400000.0,20.0,10,Active,2023-11-20,,Spouse
POL00549,CUST01888,Term Life,132820.41,74.98,30,Active,2023-05-09,,Child
POL00550,CUST01218,Term Life,191651.71,20.0,20,Active,2025-07-22,,Child
POL00551,CUST01538,Endowment,145926.78,88.3,20,Active,2023-04-26,,Child
POL00552,CUST04238,Whole Life,113814.22,20.0,10,Active,2023-04-09,,Spouse
POL00553,CUST03038,Term Life,112144.32,27.05,20,Active,2025-01-14,,Other
POL00554,CUST02084,Term Life,47481.45,20.0,30,Active,2025-09-25,,Spouse
POL00555,CUST02359,Term Life,69409.69,38.44,10,Active,2023-01-24,,Spouse
POL00556,CUST03143,Term Life,131614.42,90.89,20,Lapsed,2024-03-11,2024-06-11,Spouse
POL00557,CUST00177,Whole Life,79507.81,20.0,20,Active,2023-06-25,,Spouse
POL00558,CUST04284,Whole Life,200000.0,20.0,20,Active,2024-06-16,,Spouse
POL00559,CUST00067,Endowment,144499.8,63.92,6,Active,2025-01-26,,Spouse
POL00560,CUST03456,Endowment,69240.14,92.32,10,Active,2024-04-20,,Parent
POL00561,CUST03852,Whole Life,81562.06,20.0,30,Active,2024-01-15,,Spouse
POL00562,CUST04501,Term Life,117421.76,56.75,10,Active,2022-01-25,,Spouse
POL00563,CUST04822,Unit-linked,190361.45,20.0,30,Active,2025-03-07,,Spouse
POL00564,CUST02333,Unit-linked,200000.0,20.0,20,Active,2025-10-22,,Child
POL00565,CUST03552,Term Life,106534.58,20.0,30,Lapsed,2024-10-15,2022-07-23,Spouse
POL00566,CUST00182,Unit-linked,33612.76,32.24,20,Active,2022-07-03,,Spouse
POL00567,CUST03607,Term Life,77690.04,71.73,10,Active,2022-02-25,,Parent
POL00568,CUST04289,Unit-linked,400000.0,26.68,1,Active,2025-12-04,,Child
POL00569,CUST02936,Term Life,233479.34,38.75,20,Active,2024-12-01,,Other
POL00570,CUST00627,Term Life,203571.8,24.02,20,Active,2025-09-01,,Child
POL00571,CUST03148,Term Life,159885.87,100.52,10,Active,2024-05-19,,Child
POL00572,CUST01480,Whole Life,54390.51,38.68,26,Active,2023-01-12,,Spouse
POL00573,CUST03563,Term Life,443293.4,26.33,30,Active,2022-06-09,,Spouse
POL00574,CUST00136,Term Life,389836.4,24.14,10,Active,2025-07-28,,Parent
POL00575,CUST01878,Term Life,344404.26,35.14,20,Active,2022-05-05,,Spouse
POL00576,CUST02165,Annuity,71637.39,20.0,20,Active,2025-09-03,,Child
POL00577,CUST04399,Endowment,66312.95,20.0,20,Active,2025-06-04,,Spouse
POL00578,CUST00272,Critical Illness,121830.63,41.67,5,Active,2022-06-28,,Other
POL00579,CUST01971,Term Life,91914.44,24.08,10,Active,2025-12-14,,Parent
POL00580,CUST03083,Whole Life,172220.53,32.82,30,Active,2022-05-21,,Child
POL00581,CUST02042,Term Life,88502.57,77.0,20,Active,2023-05-25,,Child
POL00582,CUST04581,Whole Life,227212.42,79.21,5,Active,2025-11-07,,Child
POL00583,CUST02873,Whole Life,71425.03,20.0,10,Active,2022-01-01,,Spouse
POL00584,CUST01157,Annuity,156195.49,20.0,20,Active,2025-10-20,,Spouse
POL00585,CUST01707,Critical Illness,238717.42,26.87,1,Active,2024-01-21,,Spouse
POL00586,CUST01207,Term Life,236304.59,24.61,5,Active,2025-12-15,,Child
POL00587,CUST03080,Term Life,182030.54,50.51,20,Active,2023-01-13,,Spouse
POL00588,CUST01201,Whole Life,106590.61,24.81,20,Active,2023-01-24,,Trust/Charity
POL00589,CUST02078,Unit-linked,238188.53,83.33,30,Active,2023-05-21,,Child
POL00590,CUST03301,Term Life,120484.91,39.69,5,Active,2025-10-24,,Child
POL00591,CUST02003,Term Life,67300.47,20.0,20,Active,2022-01-22,,Trust/Charity
POL00592,CUST01607,Term Life,75207.48,26.43,20,Active,2025-01-22,,Child
POL00593,CUST03905,Term Life,196951.71,20.0,20,Active,2022-12-15,,Spouse
POL00594,CUST01016,Term Life,161687.54,32.13,30,Active,2024-05-28,,Child
POL00595,CUST03781,Unit-linked,174618.52,39.81,5,Active,2025-03-05,,Child
POL00596,CUST03214,Whole Life,63917.05,41.26,10,Active,2022-06-17,,Spouse
POL00597,CUST04540,Term Life,150476.04,20.0,30,Active,2025-10-27,,Child
POL00598,CUST04061,Unit-linked,117480.74,64.87,10,Active,2024-06-22,,Spouse
POL00599,CUST01961,Critical Illness,139777.7,29.95,0,Active,2024-09-05,,Other
POL00600,CUST03654,Term Life,94006.86,41.67,10,Active,2022-05-25,,Child
POL00601,CUST03901,Annuity,207167.12,33.81,30,Lapsed,2025-07-10,2023-06-28,Parent
POL00602,CUST03932,Term Life,64193.15,24.2,30,Active,2022-06-10,,Trust/Charity
POL00603,CUST02873,Whole Life,72231.03,20.0,29,Active,2022-01-03,,Spouse
POL00604,CUST03859,Unit-linked,71885.63,20.0,30,Active,2023-11-02,,Spouse
POL00605,CUST00476,Term Life,140577.28,38.16,21,Active,2022-11-19,,Parent
POL00606,CUST03350,Term Life,129898.69,20.0,20,Active,2023-06-08,,Spouse
POL00607,CUST02157,Endowment,263957.95,26.72,10,Active,2024-09-21,,Child
POL00608,CUST02993,Whole Life,139079.68,20.0,30,Active,2023-01-07,,Child
POL00609,CUST01066,Term Life,283322.46,112.17,5,Active,2022-07-21,,Spouse
POL00610,CUST00110,Term Life,104311.02,21.5,8,Lapsed,2024-01-15,2022-06-02,Spouse
POL00611,CUST02520,Unit-linked,234643.91,40.32,20,Active,2024-11-27,,Spouse
POL00612,CUST00644,Term Life,100267.25,46.96,5,Active,2025-10-27,,Spouse
POL00613,CUST00658,Term Life,83842.99,24.85,10,Active,2022-01-22,,Child
POL00614,CUST04115,Term Life,191040.47,83.33,20,Active,2025-01-26,,Spouse
POL00615,CUST03291,Term Life,128893.99,25.26,20,Active,2024-05-16,,Spouse
POL00616,CUST00761,Term Life,94653.07,20.0,20,Active,2025-11-17,,Child
POL00617,CUST00000,Critical Illness,164661.99,44.72,30,Active,2025-08-13,,Spouse
POL00618,CUST03140,Annuity,157406.17,41.67,20,Active,2022-03-24,,Spouse
POL00619,CUST03310,Term Life,128473.63,39.21,20,Active,2024-10-01,,Spouse
POL00620,CUST00555,Whole Life,120415.16,51.31,5,Active,2023-03-23,,Spouse
POL00621,CUST01478,Unit-linked,95588.91,41.23,5,Active,2025-03-14,,Parent
POL00622,CUST00142,Unit-linked,107056.17,20.32,30,Active,2023-08-20,,Child
POL00623,CUST01431,Annuity,448075.11,28.46,20,Active,2024-02-02,,Other
POL00624,CUST01771,Term Life,86566.36,20.0,27,Lapsed,2025-09-13,2025-07-15,Child
POL00625,CUST01995,Term Life,69189.07,36.32,5,Active,2022-01-09,,Spouse
POL00626,CUST04098,Whole Life,220575.5,48.48,25,Active,2025-05-10,,Spouse
POL00627,CUST00021,Whole Life,122283.84,20.0,10,Active,2024-01-10,,Spouse
POL00628,CUST01363,Whole Life,200000.0,20.0,20,Active,2025-04-21,,Spouse
POL00629,CUST02927,Term Life,200000.0,41.67,10,Active,2025-09-14,,Spouse
POL00630,CUST04070,Unit-linked,105190.95,27.09,20,Active,2023-02-03,,Child
POL00631,CUST03002,Whole Life,116313.05,35.75,20,Active,2023-01-01,,Spouse
POL00632,CUST04211,Endowment,105671.68,41.67,5,Active,2025-05-25,,Spouse
POL00633,CUST00643,Term Life,171775.02,20.0,30,Active,2024-10-21,,Spouse
POL00634,CUST00974,Term Life,106913.48,25.49,10,Active,2024-10-11,,Parent
POL00635,CUST00474,Term Life,133723.6,36.25,20,Active,2024-09-23,,Spouse
POL00636,CUST00622,Whole Life,39405.24,26.12,10,Active,2025-09-11,,Other
POL00637,CUST04250,Term Life,41338.09,20.0,5,Active,2025-02-15,,Spouse
POL00638,CUST01456,Term Life,82539.12,105.47,30,Active,2023-01-28,,Child
